Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
Harjotsingh Gill,Support farmers,2021-08-03T12:46:20Z,1,0,,,,
Harjotsingh Gill,Fake media,2021-08-03T12:46:04Z,1,0,,,,
Vickyy Morwal,The heart of a lion is that of a tractor driver.👍,2021-07-13T14:36:58Z,0,0,,,,
ash kumar,Farmers are not Upadravi . Don&#39;t mislead the public .,2021-06-26T03:49:16Z,1,0,,,,
ash kumar,Why the protesting farmers not allowed peaceful entry without barricades !? Don&#39;t blame farmers for this chaos .Thay have had uneasy time for 7 months . The correspondent is biased .,2021-06-26T03:46:51Z,0,0,,,,
Naresh Verma,"U godi muddlehead, why cant the headline be: cops clash   with farmers?  Stop defaming farmer u traitors",2021-06-05T03:56:54Z,0,0,,,,
Jony Radium art,I m support Sikh community kisan ekta zindabad,2021-05-17T16:57:37Z,0,0,,,,
Jony Radium art,Abe to wapas Kyun nhi le lete bill Itna bada danga hoga hi nhi,2021-05-17T16:56:10Z,0,0,,,,
Arun Roy,Hindu&#39;s used to blame Muslims for stone&#39;s and fire....not there sister religion is doing same and Hindus too do the same...... what&#39;s so difference in protests (not speaking or terror activities),2021-05-12T18:28:25Z,0,0,,,,
Peter Siegfried Krug,I love this india peoples with the tractors. Greeting from Austria,2021-05-02T14:40:36Z,0,0,,,,
Subhadeep Sur,"..<a href=""https://www.youtube.com/watch?v=XaQc_QKw3Co&amp;t=4m05s"">4:05</a>..",2021-04-27T17:29:44Z,0,0,,,,
sami zaman,Ye cheez sahi jarha ho pakistan kissan ka sath hai,2021-04-24T15:39:28Z,0,0,,,,
taj singh,"How stupid are the people who think the media and the government are doing the right things.<br>And on top off all this, we have stupid people who will report any lies",2021-04-05T09:30:17Z,0,0,,,,
videos,agar shanti chate ho to kiu nhi kisano ki mange puri karte.,2021-04-01T11:08:19Z,1,0,,,,
videos,sb ki raksha kre god bhagwan alla waheguru.,2021-04-01T11:04:34Z,0,0,,,,
videos,muje pm bnado agar desh se 1 saal me greebi door nhi kr paya to me khud astifa de dunga or sb ki mange puri karuga.inklab jinda abad,2021-04-01T11:01:21Z,0,0,,,,
Inspiring Thoughts,Godi media..,2021-03-30T12:57:06Z,0,0,,,,
Ismail Hotel,RAkesh TIKAIT Ji 👍🙏🙏🙏🙏❤️,2021-03-22T17:11:08Z,0,0,,,,
Ismail Hotel,Jai jai jai kisan 👍🙏🙏🙏🙏🙏❤️,2021-03-22T17:10:51Z,0,0,,,,
PAKISTANI BABBAR SHER,O Jii Panjabiou 💪,2021-03-07T21:46:37Z,0,0,,,,
Rajesh Swamydhas,Farmers voice is matter in this 2021 elections,2021-03-03T03:57:26Z,0,0,,,,
captin 0053,JAIIIIII HINNNNND JAWAAAAAAAANS...!!!..BALAKOT 2nd..YEAR ANNIVERSARY..26/2/2021....HOW&#39;S THE JOSH..300 MARCHOOOORDS IN HELL.???...26/2/2021,2021-02-26T11:11:29Z,0,0,,,,
Dash Hound,"Yeah look we really don&#39;t care about 3rd world minorities or their 3rd world issues,  India can keep their shit to themselves.",2021-02-26T02:27:49Z,0,0,,,,
Hassnain Raza Hassnain Raza,Sikhism never forget 1984 .<br>Khalistan jindabad .<br>Jai khalsa army .<br>India illegal occupied  Indian punjab <br>India is a terrorist country 👎🇮🇳👎,2021-02-23T17:17:07Z,1,0,,,,
Sharaf Shaz,Government k gamand k baare me b bolo..bikaw media,2021-02-23T05:46:46Z,0,0,,,,
Sharaf Shaz,Hats of to our farmars...daring 👍,2021-02-23T05:41:58Z,0,0,,,,
Daimari G,Protest should have heated you first,2021-02-22T12:10:29Z,0,0,,,,
Daimari G,Modi must be held responsible for inciting to act innocent farmers as such,2021-02-22T12:04:35Z,0,0,,,,
