level,id,parent_id,object_id,object_type,object_key,query_status,query_time,query_type,message,created_time,like_count,comment_count,error.message
0,1,None,23230437118_10160796862212119,seed,,,None,None,,,,,
1,2,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,If govt drags this further it will be a matter of time wen such unscrupulous fanatics will overpower the genuine protest,2021-01-13T10:11:56+0000,28,41,
1,3,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Now their real agenda is exposed ,2021-01-13T10:14:44+0000,18,26,
1,4,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Again bringing a dead Khalistani movement? No one cares for it except government stooges and the press,2021-01-13T10:47:53+0000,26,14,
1,5,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,But Farmers are ready to go back if laws are repealed,2021-01-13T11:24:03+0000,12,3,
1,6,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,False conspiracies being sown by intelligence agencies.,2021-01-13T11:29:58+0000,11,9,
1,7,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Who is responsible? The government itself. The solution to the problem is to address farmer's grievances lest the going on agitation itself turns to be a problem beyond control.,2021-01-13T11:26:41+0000,4,3,
1,8,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Announcement from Some sleeper IT cells of BJP....??Bhakts and bhakwas ..?? I wonder this must be plan B of centre govt to defame protest.. and remove the Farmers from the place.... Godi medias got some talk for the day??,2021-01-13T12:44:22+0000,7,7,
1,9,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,"So as suspected Pakistan , China aided by our own like minded Parties are going to destroy peace in our country ...",2021-01-13T10:20:36+0000,3,20,
1,10,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,“KISSAN & JWAN both are IMPORTANT for the nation”-said farmers advocate!!         Farmers are not an embarrassment but  a-“PRIDE & GLORY”,2021-01-13T11:36:01+0000,8,1,
1,11,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Strong action by army should be taken against Khalistani's,2021-01-13T14:45:38+0000,1,0,
1,12,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,"Hoisting on Red Fort ,New Delhi? ....Delhi witnessed  worst genocide in 1984 ....none came forward to save innocent lives....",2021-01-13T11:26:17+0000,3,0,
1,13,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Is this the one n only justification that our Govt have to divert the real issue with farmers protest ??,2021-01-13T12:29:44+0000,0,0,
1,14,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,"So its a story, of A terrorist group in power and another trying to seek power.  Moral of the story, farmer shoved and abused to the brink, for the existence and livelyhood, the ones in power, for their crony captalist Industrial Bosses.   The the ones seeking power, inticing, the younger farmer, to behave, in a way unacceptable to civil society.  We have self to be blamed , to choosing an illiterate group of blokes to govern us. Hai Hind.",2021-01-13T17:21:26+0000,0,0,
1,15,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Indian people have been framed and enslaved for a very long time now. Such long that they have forgotten that they still possess critical thinking abilities. I want to remind all Indians that governments keep us busy through nonsense. Let us make sure that farmers are getting what justifiably belongs to them.,2021-01-14T17:08:57+0000,0,0,
1,16,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,Shut up do not try to decentralize the rising farmer protest for your  self interest.,2021-01-13T11:34:00+0000,3,0,
1,17,1,23230437118_10160796862212119,data,data.*,fetched (200),10:43.1,Facebook:/<post-id>/comments,"Total and utter third rate reporting. Stick to reporting the facts, this article reads like a heavily biased opinion piece. ",2021-01-13T13:16:40+0000,1,0,
